name,age,gender,marital_status,cibil_score,monthly_income,employment_type,family_size,dependents,education_level
Mrs. Sheena Jones,33,Male,Single,830,91905,Self-Employed,5,4,Master
Sharon Rivera,49,Female,Married,574,28934,Unemployed,3,2,High School
Maria Wright,42,Male,Married,886,152665,Unemployed,1,0,High School
Mark Thompson,24,Male,Single,379,171423,Salaried,3,0,PhD
Victoria Martinez,48,Female,Married,592,71472,Unemployed,5,3,High School
Kimberly Quinn PhD,57,Female,Married,411,185822,Unemployed,3,2,High School
Brittney Baxter,41,Female,Married,580,18850,Unemployed,6,1,High School
Mr. Ryan Parks Jr.,50,Female,Single,722,114111,Unemployed,6,4,PhD
Catherine Weber,57,Male,Single,639,40363,Self-Employed,5,3,High School
Lisa Simmons,23,Male,Married,775,97722,Salaried,4,3,PhD
Daniel Larson,60,Male,Married,451,123607,Unemployed,5,3,High School
Kim Davis,51,Female,Single,300,130559,Self-Employed,5,3,Bachelor
Barbara Roberts,30,Male,Single,394,137381,Self-Employed,2,1,High School
Barbara Haynes,59,Female,Single,513,175037,Salaried,2,1,Master
Brian Davis,52,Male,Single,702,188539,Unemployed,6,1,Master
Elizabeth David,42,Male,Married,405,94791,Self-Employed,5,0,Master
Chelsea Fuller,36,Female,Single,424,21589,Salaried,5,4,High School
Reginald Rios,41,Male,Single,738,94775,Salaried,4,2,Master
Edgar Johnson,44,Female,Married,471,168379,Self-Employed,6,2,Bachelor
Connie Rowland,24,Male,Single,873,86656,Self-Employed,3,2,High School
Stephen Baird,37,Male,Single,864,27568,Salaried,6,1,PhD
Catherine Garcia,36,Male,Married,651,63741,Self-Employed,6,4,Master
Daniel Martin,51,Male,Single,507,60713,Unemployed,3,2,High School
Jennifer Rogers,51,Female,Married,383,16328,Self-Employed,5,3,High School
Andrew Ryan,28,Female,Single,889,181959,Unemployed,6,2,Bachelor
Scott Molina,36,Male,Married,806,143272,Salaried,5,1,PhD
Tina Mcpherson MD,24,Female,Married,480,15645,Salaried,5,0,Master
Cassandra Gibson,40,Female,Single,842,67619,Unemployed,6,1,Master
Nicole Bell,40,Female,Single,628,137951,Salaried,5,4,High School
Colton Day,23,Male,Single,661,35249,Self-Employed,1,0,PhD
Keith Weber,30,Female,Single,606,73890,Self-Employed,3,1,High School
Katherine Bowman,44,Male,Married,894,19847,Salaried,4,0,Master
James Morgan,36,Female,Single,791,148907,Self-Employed,3,2,Master
Wesley Cross,48,Male,Single,821,65891,Self-Employed,6,3,Bachelor
Jeffrey Cook,47,Female,Single,612,189428,Self-Employed,3,1,Bachelor
Lori Stuart,26,Male,Married,323,148992,Unemployed,6,1,Master
Tony Gibson,52,Female,Married,395,182260,Salaried,3,0,Bachelor
Brandon Smith MD,22,Male,Married,484,57579,Salaried,2,0,High School
William Gaines,30,Female,Single,513,173879,Unemployed,5,2,Bachelor
Alejandro Ramos,33,Female,Married,748,142606,Self-Employed,2,0,PhD
Amy Jones,31,Female,Married,433,146362,Salaried,6,5,High School
Michelle Jackson,46,Male,Married,560,65280,Unemployed,5,2,Master
Timothy Hernandez,56,Male,Married,303,170380,Unemployed,3,2,Bachelor
Miranda Foster,38,Female,Single,648,55319,Self-Employed,3,0,Master
Brooke Nichols,32,Female,Married,520,138911,Unemployed,4,2,Master
Dawn Vang,40,Male,Married,426,42571,Self-Employed,4,0,Master
Danielle Hoffman,51,Male,Single,523,185003,Salaried,4,0,High School
Samantha Medina,40,Male,Married,336,31684,Salaried,5,3,Bachelor
Aaron Ferguson,30,Female,Single,885,89554,Salaried,5,4,Bachelor
Michelle Perry,54,Female,Single,642,152758,Unemployed,3,0,PhD
Kristin Collins,45,Female,Married,825,46788,Salaried,3,1,PhD
Daniel Shepherd,58,Female,Married,825,158714,Unemployed,4,1,Bachelor
Kyle Johnson,56,Male,Married,445,193961,Salaried,5,3,Bachelor
Teresa Diaz,43,Female,Married,497,35006,Salaried,5,4,PhD
Lee Banks,38,Female,Single,449,23855,Self-Employed,6,4,Master
Elizabeth King,59,Male,Single,762,59605,Self-Employed,4,1,Master
Frederick Stone,41,Female,Single,629,127098,Self-Employed,5,0,High School
Debbie Vargas,28,Female,Single,563,97474,Self-Employed,1,0,Bachelor
Theresa Williams,40,Male,Single,523,195939,Self-Employed,4,1,Master
Tyler Bell,50,Female,Married,539,133469,Self-Employed,6,1,Master
Melinda Cook,42,Female,Single,374,128032,Self-Employed,3,0,Master
Charles King,47,Female,Single,675,72856,Salaried,5,3,Bachelor
Megan Gonzalez,51,Female,Married,789,69577,Unemployed,6,5,Master
Paula Martin,26,Female,Married,793,106407,Unemployed,5,1,High School
Rebecca Stewart,59,Female,Single,504,29829,Salaried,1,0,PhD
Donna Case,40,Male,Married,465,112859,Unemployed,3,0,Bachelor
Pedro Dalton,53,Male,Single,739,80407,Self-Employed,2,1,Master
Jennifer Hall,43,Male,Single,825,96244,Unemployed,4,3,Bachelor
Emily Boyle DVM,31,Female,Married,834,32872,Unemployed,1,0,Master
Dustin Davis,33,Female,Single,453,183054,Salaried,5,1,Bachelor
Ashley Smith,55,Female,Married,462,141195,Self-Employed,6,3,PhD
Robert Bush,39,Female,Single,564,178238,Unemployed,1,0,Bachelor
Nancy Wilson,47,Female,Married,610,162777,Unemployed,3,1,Bachelor
Michael Stephens,28,Male,Married,560,85644,Self-Employed,2,0,Master
Pamela Murphy,37,Male,Single,753,18147,Unemployed,6,4,Bachelor
Danielle West,38,Female,Married,787,113085,Self-Employed,3,0,Master
Lisa Park,34,Male,Single,356,57694,Unemployed,1,0,PhD
Melissa Gentry,21,Female,Single,499,70083,Unemployed,4,1,Bachelor
Kristen Nguyen,28,Female,Married,667,191064,Unemployed,5,4,High School
Kristy Church,36,Male,Married,452,81193,Unemployed,6,2,PhD
John Pearson,53,Female,Single,776,133256,Unemployed,3,2,High School
Anthony Garcia,48,Female,Married,370,110072,Self-Employed,4,2,PhD
Brandon Williams,57,Female,Single,858,26645,Salaried,6,1,Bachelor
Debra Wilcox,35,Male,Single,304,135938,Self-Employed,3,2,Master
Richard Lamb,57,Female,Single,863,58519,Unemployed,1,0,High School
Eric Marsh,59,Female,Single,827,28235,Salaried,1,0,High School
Chad Cordova,33,Male,Single,572,101252,Unemployed,2,0,PhD
Gerald Phillips,39,Male,Married,689,55446,Unemployed,4,0,PhD
Andrew Garcia DDS,55,Female,Single,362,126167,Salaried,2,1,High School
Shane George,56,Male,Single,890,162864,Salaried,5,2,High School
Cheryl Tate,22,Female,Married,466,129938,Salaried,6,3,High School
Anna Lee,31,Male,Married,846,136241,Self-Employed,1,0,Master
Stephanie Orr,27,Male,Single,710,87731,Self-Employed,4,2,High School
William Rodriguez,25,Female,Married,753,17263,Unemployed,6,5,PhD
Andrew Morgan,33,Male,Married,829,193404,Unemployed,2,1,Master
Anthony Watkins,32,Female,Married,722,178243,Unemployed,4,0,Master
Alicia Mathis,52,Female,Single,556,96389,Salaried,5,0,Bachelor
John Garza,50,Male,Single,673,149418,Salaried,1,0,High School
Maria Castro,37,Male,Single,780,192381,Unemployed,3,2,PhD
Tracy Anderson,26,Male,Married,399,144922,Self-Employed,6,5,High School
Karen Campos,54,Female,Single,781,184170,Self-Employed,1,0,PhD
Wendy Bennett,23,Female,Single,781,190925,Salaried,2,1,Bachelor
Alex Yang,31,Female,Single,593,154560,Self-Employed,2,0,PhD
Karen Taylor,29,Male,Married,646,147417,Salaried,5,4,Master
Michael Chavez,57,Female,Single,437,102078,Self-Employed,4,1,Master
Stephanie Colon,38,Female,Single,863,141810,Salaried,4,2,High School
Leslie Marshall,30,Female,Single,588,92510,Self-Employed,5,2,Master
Francisco Hall,52,Female,Single,517,86958,Self-Employed,5,1,Master
Julie Robertson,32,Female,Married,408,27686,Unemployed,6,2,PhD
Emily Perez,24,Male,Single,529,138021,Salaried,2,1,Bachelor
Ann Callahan,57,Male,Married,692,18055,Self-Employed,5,3,Bachelor
Breanna Casey,56,Female,Married,417,38353,Unemployed,6,2,High School
Lindsay Hines,29,Female,Married,522,106288,Self-Employed,4,0,Master
Ashley Phelps,49,Female,Married,506,40128,Self-Employed,1,0,High School
Jonathan Dawson,27,Male,Single,462,163894,Salaried,3,0,High School
David Tran,38,Male,Married,449,41039,Salaried,4,2,PhD
Daniel Bailey,30,Female,Married,575,192069,Unemployed,3,1,High School
Nicole Allen,28,Female,Married,500,43836,Self-Employed,5,4,PhD
Cynthia Price,33,Female,Married,468,91822,Salaried,4,1,High School
Patrick Day,27,Male,Single,702,194008,Unemployed,1,0,Bachelor
Matthew Perez,29,Female,Single,847,33136,Self-Employed,1,0,Master
Karla Edwards,38,Female,Married,402,69138,Salaried,3,2,High School
Leonard Nielsen DVM,36,Female,Single,769,22441,Self-Employed,2,1,High School
Robert Pope,25,Female,Single,812,111408,Salaried,3,2,PhD
Christopher Hays,55,Female,Married,449,169562,Unemployed,1,0,High School
Katelyn Peterson,53,Male,Single,614,124073,Unemployed,5,1,PhD
Jonathan Hines,36,Female,Married,582,78758,Salaried,1,0,PhD
Daniel Gonzalez,44,Male,Married,619,24652,Self-Employed,2,1,High School
Shawn Sims,57,Male,Married,327,38482,Self-Employed,3,1,PhD
Stephanie Steele,46,Male,Married,579,143696,Salaried,1,0,High School
Maureen Watkins,26,Female,Married,898,161317,Unemployed,2,1,Bachelor
Melissa Gardner,24,Female,Single,504,142491,Salaried,4,2,Bachelor
Debra House,43,Male,Married,665,152132,Salaried,1,0,Master
Amy Hatfield,55,Female,Married,638,98229,Self-Employed,1,0,Master
Tyler Werner,53,Female,Married,884,153700,Unemployed,3,1,PhD
Nicole Barker,25,Male,Single,388,61915,Self-Employed,5,2,PhD
Emily Mcmahon,28,Male,Single,393,190384,Salaried,6,1,Bachelor
Maria Thomas,27,Male,Married,843,148474,Self-Employed,3,1,Master
Joan Gonzales,45,Female,Married,755,23556,Unemployed,1,0,High School
Emily Ball,48,Female,Single,467,192296,Unemployed,1,0,High School
Kristina Walters,30,Female,Married,590,46807,Salaried,5,1,PhD
Deborah Kirby,36,Male,Married,586,109151,Unemployed,1,0,Master
Teresa Phillips,48,Female,Single,433,74663,Salaried,3,1,Master
Brianna Thornton,47,Male,Married,541,35320,Salaried,5,3,PhD
Michelle Martinez,34,Female,Married,569,73749,Unemployed,6,2,Bachelor
Ashlee Santos,38,Female,Married,617,145062,Salaried,5,0,Bachelor
Rebecca Gardner,43,Male,Married,507,97866,Salaried,1,0,High School
Richard Herrera,21,Male,Married,874,55251,Self-Employed,3,0,PhD
Joshua Orozco,59,Male,Single,597,182776,Unemployed,6,4,High School
Candice Watts,45,Male,Single,304,173777,Self-Employed,1,0,High School
Becky Harrison,55,Male,Married,557,123819,Salaried,6,0,PhD
Jeremy Lee,22,Female,Married,707,100805,Self-Employed,3,1,Bachelor
Jane Arroyo,30,Male,Single,592,65561,Unemployed,4,0,Master
Christopher Stephenson,43,Female,Married,685,133751,Unemployed,6,2,Master
Darlene Hubbard,37,Female,Single,647,158396,Salaried,5,4,Master
Anthony Hopkins,40,Female,Single,616,101152,Salaried,6,1,Bachelor
Raymond Munoz,26,Female,Single,469,51055,Salaried,5,3,PhD
Heather Morales,24,Male,Single,519,175505,Self-Employed,5,0,Master
Nicole Bailey,49,Female,Single,314,103116,Salaried,4,1,PhD
Kyle Wilkinson,57,Female,Married,398,95418,Unemployed,6,5,PhD
Jennifer Ramirez,44,Male,Married,591,98042,Salaried,4,0,Bachelor
Austin Richards,49,Female,Married,777,92642,Self-Employed,1,0,PhD
Herbert Bird,42,Male,Married,835,96269,Salaried,5,3,Master
Derrick Cross,37,Male,Married,767,135701,Unemployed,4,0,Bachelor
Christopher Booth,60,Female,Married,573,125482,Salaried,2,1,PhD
David Simpson,41,Female,Married,859,71933,Unemployed,5,3,Master
Brandy Vazquez,33,Male,Single,824,83380,Self-Employed,3,1,Bachelor
Annette Bernard,33,Male,Married,826,60442,Self-Employed,6,0,High School
Leah Mills,45,Female,Married,439,126855,Unemployed,1,0,Bachelor
Angie Bell,57,Female,Married,445,42206,Self-Employed,4,1,PhD
Melissa Buchanan,26,Female,Single,300,119227,Unemployed,6,0,Bachelor
Stephanie Henderson,30,Male,Single,781,135663,Unemployed,2,0,Bachelor
Angela Hernandez,34,Female,Single,485,128414,Self-Employed,5,2,PhD
Stacey Jackson,47,Male,Married,436,15325,Unemployed,1,0,PhD
Jacob Dalton,39,Male,Married,677,50655,Salaried,5,3,Bachelor
April Smith,33,Female,Single,349,26347,Self-Employed,2,1,High School
Glenda Obrien,37,Female,Married,494,114876,Salaried,6,1,Bachelor
Ashley Williams,47,Female,Single,849,142400,Self-Employed,6,3,High School
Suzanne Anderson,57,Female,Married,854,71675,Self-Employed,1,0,PhD
David Lopez,40,Male,Married,423,80801,Self-Employed,3,0,Bachelor
Ronald Houston,40,Female,Single,656,91201,Self-Employed,1,0,Master
Robin Garcia,42,Female,Single,363,42439,Unemployed,1,0,Master
Darren Yoder,30,Female,Single,308,38413,Self-Employed,5,0,Master
Daniel Blake,52,Male,Married,641,157688,Unemployed,4,2,Bachelor
Melissa Mooney,35,Male,Single,359,29452,Salaried,3,2,PhD
Gabrielle Mckee,25,Male,Single,492,41340,Unemployed,6,4,Master
James Davis,30,Male,Single,865,103103,Unemployed,4,0,High School
Belinda Edwards,30,Male,Married,305,73175,Salaried,5,0,High School
Kiara Lee,52,Female,Single,513,146978,Salaried,2,1,Bachelor
Shirley Flores,39,Female,Married,521,66250,Salaried,1,0,Bachelor
Todd Fuller,52,Male,Single,400,31580,Salaried,2,1,PhD
Samantha Howard,35,Male,Single,708,69036,Salaried,2,1,High School
Jennifer Gibbs,40,Female,Married,563,150577,Unemployed,2,0,PhD
Taylor Rodriguez,26,Female,Married,799,145211,Salaried,3,0,Bachelor
Cody Saunders,44,Female,Married,477,125144,Unemployed,2,1,PhD
Ana Mclaughlin,55,Female,Married,395,52957,Unemployed,5,3,High School
Tracy Johnson,23,Male,Single,868,101035,Unemployed,3,2,PhD
Kimberly Chandler,26,Female,Married,612,199543,Salaried,3,2,High School
Jasmine Mckee,23,Male,Single,748,98864,Self-Employed,5,3,Master
Leslie Freeman,58,Male,Married,377,196470,Salaried,2,1,High School
Sherry Thompson,37,Male,Single,583,184211,Self-Employed,3,1,Bachelor
Matthew Ryan,26,Male,Single,465,157891,Unemployed,4,3,PhD
John Mckay,47,Female,Single,394,195283,Unemployed,5,3,Master
Kelly Medina,24,Male,Single,508,85915,Unemployed,5,0,Bachelor
Daniel Rodriguez,36,Male,Single,444,188714,Unemployed,3,0,Master
Julie Brown,53,Male,Single,413,44825,Self-Employed,6,3,Bachelor
Bryan Williams,53,Female,Single,460,34216,Salaried,2,1,PhD
Shawn Aguilar,56,Male,Married,477,28631,Self-Employed,4,2,PhD
Brian Morrison,33,Male,Single,369,33898,Self-Employed,5,2,Master
Mary Bush,60,Male,Married,875,17215,Salaried,6,1,Bachelor
Christopher Maddox,51,Female,Married,898,174216,Self-Employed,6,3,High School
Amy Aguirre,25,Female,Married,726,24152,Unemployed,6,0,High School
Derek Davis,50,Male,Single,443,39301,Salaried,5,2,Bachelor
Samantha Vazquez,23,Female,Single,838,184858,Salaried,6,4,Bachelor
Lisa Wilson,53,Female,Married,828,120622,Self-Employed,2,0,Master
William Austin,60,Female,Married,609,67086,Self-Employed,4,1,Master
Elizabeth Hicks,36,Female,Single,882,182438,Self-Employed,5,0,PhD
Rachel Vargas,35,Male,Single,732,106459,Salaried,6,3,Bachelor
Shannon Tyler,28,Female,Married,550,102734,Salaried,5,4,High School
Michael Gardner,24,Female,Single,713,171264,Salaried,4,2,PhD
Juan Logan,25,Male,Married,876,72525,Salaried,4,1,Master
Renee Keller,40,Male,Married,649,19410,Unemployed,3,0,Bachelor
Glenn Mcfarland,38,Male,Single,672,32039,Salaried,3,1,Master
Mary Martin,27,Female,Married,781,134510,Salaried,4,3,Bachelor
Sarah Nielsen,41,Male,Single,884,95485,Unemployed,3,2,Bachelor
Joseph Chapman,60,Male,Single,661,163252,Salaried,5,2,Master
Deborah Bowen,48,Male,Single,810,164257,Self-Employed,5,3,PhD
Joseph Hardy,42,Male,Single,527,125620,Salaried,5,4,Master
Anne Mccoy,53,Male,Married,592,50956,Self-Employed,1,0,PhD
Joseph Harris,34,Female,Married,630,63378,Salaried,4,3,PhD
James Olson,40,Male,Married,430,20186,Salaried,4,0,High School
Zachary Dominguez,52,Female,Married,751,32904,Salaried,1,0,Bachelor
Jonathan Johnson,51,Female,Single,695,58426,Salaried,3,2,Bachelor
Danielle Allen,41,Female,Married,705,178240,Salaried,5,0,Bachelor
Lisa Aguilar,23,Female,Single,420,196449,Unemployed,4,2,Master
Samuel Howard,32,Female,Single,502,188505,Salaried,2,0,PhD
Kelly Adams,40,Female,Single,387,95612,Salaried,6,0,Bachelor
Eric Brown,25,Female,Single,628,87487,Salaried,1,0,Bachelor
Paul Johnson,56,Female,Single,469,163726,Self-Employed,5,3,PhD
Melissa Bryant,40,Female,Married,355,63948,Salaried,6,4,Master
Carolyn Watts,23,Male,Single,821,164299,Salaried,5,3,Bachelor
Antonio Williams,28,Male,Single,653,83569,Salaried,4,3,Bachelor
Gloria Martinez,24,Male,Married,501,150756,Self-Employed,5,1,High School
Kaitlyn Miranda,21,Female,Married,469,56129,Self-Employed,5,2,Bachelor
Craig Ochoa,38,Male,Married,868,96019,Unemployed,2,1,High School
Evan Jenkins,54,Male,Married,767,27012,Unemployed,3,2,Master
John Hamilton,42,Female,Single,603,48267,Unemployed,6,0,Bachelor
Alex Harris,31,Male,Single,386,60863,Unemployed,1,0,PhD
Jasmine Contreras,21,Male,Married,334,100866,Self-Employed,6,5,High School
Kelly Lopez,21,Female,Married,471,126976,Unemployed,1,0,Bachelor
Christine Bryant,29,Female,Married,596,106884,Unemployed,6,0,Bachelor
Valerie Miller,26,Female,Single,470,22550,Salaried,5,4,Master
Adam Hall,32,Female,Single,549,72634,Salaried,6,5,Bachelor
Gerald Mcintyre,25,Male,Married,502,27239,Self-Employed,4,0,Master
Andre Carroll,29,Female,Single,780,29392,Unemployed,6,1,High School
Anna Warren,27,Female,Married,541,87834,Unemployed,2,1,High School
Omar Salas,38,Female,Married,319,178924,Unemployed,1,0,PhD
Sydney Peterson,51,Male,Single,592,17465,Unemployed,6,3,Master
Jeffery Farmer,39,Male,Married,552,33164,Unemployed,1,0,Master
Emily Arias,52,Male,Single,382,124365,Unemployed,1,0,Bachelor
Samuel Turner,39,Male,Single,476,48538,Salaried,3,1,Master
Marco Thomas,45,Male,Single,407,104274,Salaried,3,1,High School
William Jones,42,Male,Married,309,120481,Self-Employed,3,0,PhD
Carl Navarro,50,Female,Married,587,49237,Salaried,5,0,PhD
Laurie Parker,35,Male,Married,710,156590,Self-Employed,6,1,Master
Andrew Thomas,57,Male,Single,342,37018,Salaried,2,1,PhD
Ricky Barr,33,Female,Single,776,63962,Self-Employed,6,3,Bachelor
Monique Keller,27,Male,Married,540,196614,Unemployed,4,2,PhD
Kimberly Peters,42,Male,Married,358,177383,Salaried,4,3,High School
Brandy Werner,26,Female,Married,849,162607,Unemployed,5,4,PhD
Jeffrey Smith,50,Female,Married,786,129276,Self-Employed,6,0,High School
Dylan Clark,23,Male,Single,707,71273,Salaried,6,0,Bachelor
Michele Smith,32,Female,Married,711,76695,Self-Employed,1,0,PhD
Valerie Burton,32,Male,Married,414,76961,Self-Employed,4,3,Master
Lauren Rivera,45,Female,Married,810,28870,Unemployed,4,3,Bachelor
Kim Mann,55,Female,Married,516,177396,Self-Employed,3,0,PhD
Jacob Nguyen,25,Male,Married,431,158345,Unemployed,2,1,Bachelor
Kelli Walton,42,Male,Married,869,57840,Unemployed,3,2,Master
Kathy Watts,47,Male,Single,331,108643,Salaried,1,0,Master
Tracy Williams,58,Female,Single,697,75005,Unemployed,1,0,High School
Lisa Dudley,36,Male,Single,496,128367,Salaried,6,2,Bachelor
Christine Bennett,22,Female,Married,325,52995,Salaried,2,0,Master
Julie Todd,34,Female,Single,378,159991,Unemployed,4,0,High School
Christopher Perez,45,Female,Single,487,138661,Unemployed,4,1,Bachelor
James Mendez,33,Male,Single,724,84506,Self-Employed,2,0,High School
Albert Anderson,25,Female,Married,502,46468,Unemployed,6,5,High School
Lawrence Hayes,21,Female,Single,809,160686,Salaried,5,3,High School
Sharon Flores,25,Female,Single,850,111224,Unemployed,4,3,Master
Taylor Kirby,26,Male,Married,410,106855,Self-Employed,6,0,Master
Bethany Garcia,31,Male,Married,465,165203,Self-Employed,5,1,High School
Sheila Boyd,33,Male,Single,511,165133,Unemployed,1,0,PhD
Cassandra Mullen,33,Male,Single,787,97093,Unemployed,2,0,PhD
Melinda Good,41,Female,Single,673,30801,Unemployed,1,0,PhD
Jessica Campbell,32,Female,Married,451,124307,Self-Employed,1,0,PhD
Cindy Robinson,24,Female,Single,340,127073,Salaried,1,0,High School
Daniel Chapman,28,Male,Married,567,19816,Self-Employed,3,1,PhD
Juan Silva,31,Female,Married,678,117764,Self-Employed,3,1,Master
Kelly Martinez,49,Male,Married,358,186351,Unemployed,6,4,Master
Lisa Chavez,26,Female,Married,797,84138,Self-Employed,5,4,High School
Sharon Thomas,29,Male,Single,559,28311,Salaried,4,1,Master
Crystal Payne,24,Female,Single,799,112975,Salaried,5,2,High School
Crystal Leon MD,39,Male,Single,661,104704,Unemployed,4,2,PhD
Michael Parker,53,Female,Married,391,191605,Self-Employed,6,0,High School
